SKU,Description,Warehouse,AccKIT,Nameplate Prep,BattSubRaw,PMAcc,GenAcc,Compressor,Last Modified
SDG65-A030,SDG65S8E1 CCV EBH HFF OES SL TEL UR DECAL ACCESSORY KIT,40.0,40.0,0.0,0.0,0.0,323.0,0.0,
SDG65-A028,SDG65S8E1 BHW CSA EBH 6V TB BRK PRI ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,545.0,0.0,
SDG65-A007,SDG65S8E1 CSA EBH SL 6V TB BRK PRI ACCESSORY KIT,35.0,35.0,0.0,0.0,0.0,585.0,0.0,
SDG65-A008,SDG65S8E1 CSA EBH SL 6V TB BRK SECD ACCESSORY KIT,10.0,10.0,0.0,0.0,0.0,585.0,0.0,
5000000037,For PDS185EZ-003 | Pkg: 3' RH + EBH,10.0,5.0,0.0,0.0,0.0,0.0,60.0,
BOSS400HS-A004,"For BOSS400HS-002 | Pkg: HERC DECALS, EH (DOUBLE)",20.0,5.0,0.0,320.0,960.0,0.0,0.0,
BOSS70-A018,Seeded from BOSS70-A012 (new May SKU),30.0,30.0,10.0,240.0,60.0,300.0,0.0,
"4000000148, 5000000214","TEL, DECALS",30.0,10.0,10.0,180.0,60.0,120.0,,2026-05-26
"4000000134, 4000000148","TEL, DECALS",0.0,0.0,0.0,0.0,0.0,53.0,,2026-05-26
5000000214,EH,0.0,0.0,0.0,0.0,0.0,45.0,,2026-05-26
PDS185EZ-A047,,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-26
PDS375DP-A018,,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-26
SDG125-A027,,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-26
